valor,dec,nome,bloco,status,leituras,escritas,arquivos,mapas,escopo,comentario
0x403,1027,FLAG_ITEM_LUCKY_PUNCH,SCRIPT/EVENT,EM_USO,0,0,1,Route47,MAPA_UNICO:Route47,
0x404,1028,FLAG_ITEM_LIGHTHOUSE_HYPER_POTION,SCRIPT/EVENT,EM_USO,0,0,1,OlivineCity_Lighthouse,MAPA_UNICO:OlivineCity_Lighthouse,
0x405,1029,FLAG_ITEM_LIGHTHOUSE_PROTEIN,SCRIPT/EVENT,EM_USO,0,0,1,OlivineCity_Lighthouse,MAPA_UNICO:OlivineCity_Lighthouse,
0x406,1030,FLAG_ITEM_RUINSOFALPH_LUM_BERRY_1,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x407,1031,FLAG_ITEM_RUINSOFALPH_CHARCOAL,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x408,1032,FLAG_ITEM_RUINSOFALPH_MAX_REVIVE_1,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x409,1033,FLAG_ITEM_RUINSOFALPH_SACRED_ASH,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x40A,1034,FLAG_ITEM_RUINSOFALPH_HEAL_POWDER_1,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x40B,1035,FLAG_ITEM_RUINSOFALPH_ENERGY_ROOT,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x40C,1036,FLAG_ITEM_RUINSOFALPH_SITRUS_BERRY_2,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x40D,1037,FLAG_ITEM_RUINSOFALPH_MOON_STONE,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x40E,1038,FLAG_ITEM_RUINSOFALPH_HEAL_POWDER_2,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x40F,1039,FLAG_ITEM_RUINSOFALPH_ENERGY_POWDER,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x410,1040,FLAG_ITEM_RUINSOFALPH_ORAN_BERRY,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x411,1041,FLAG_ITEM_RUINSOFALPH_PECHA_BERRY,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x412,1042,FLAG_ITEM_RUINSOFALPH_STARDUST,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x413,1043,FLAG_ITEM_RUINSOFALPH_STAR_PIECE,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x414,1044,FLAG_ITEM_RUINSOFALPH_LUM_BERRY_2,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x415,1045,FLAG_ITEM_RUINSOFALPH_WATER_STONE,SCRIPT/EVENT,EM_USO,0,0,1,RuinsOfAlph_PuzzleAndRewardChambers,MAPA_UNICO:RuinsOfAlph_PuzzleAndRewardChambers,
0x416,1046,FLAG_ITEM_WHIRL_ISLANDS_1F_ULTRA_BALL,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_1F,MAPA_UNICO:WhirlIslands_1F,
0x417,1047,FLAG_ITEM_WHIRL_ISLANDS_1F_RARE_CANDY,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_1F,MAPA_UNICO:WhirlIslands_1F,
0x418,1048,FLAG_ITEM_WHIRL_ISLANDS_1F_FULL_RESTORE,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_1F,MAPA_UNICO:WhirlIslands_1F,
0x419,1049,FLAG_ITEM_WHIRL_ISLANDS_1F_GUARD_SPEC,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_1F,MAPA_UNICO:WhirlIslands_1F,
0x41A,1050,FLAG_ITEM_WHIRL_ISLANDS_B1F_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_Descent,MAPA_UNICO:WhirlIslands_Descent,
0x41B,1051,FLAG_ITEM_WHIRL_ISLANDS_B1F_FULL_RESTORE,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_Descent,MAPA_UNICO:WhirlIslands_Descent,
0x41C,1052,FLAG_ITEM_WHIRL_ISLANDS_B1F_PP_MAX,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_Descent,MAPA_UNICO:WhirlIslands_Descent,
0x41D,1053,FLAG_ITEM_WHIRL_ISLANDS_B2F_BIG_NUGGET,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_B1F,MAPA_UNICO:WhirlIslands_B1F,
0x41E,1054,FLAG_ITEM_WHIRL_ISLANDS_B2F_FULL_RESTORE,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_B1F,MAPA_UNICO:WhirlIslands_B1F,
0x41F,1055,FLAG_ITEM_WHIRL_ISLANDS_B2F_CARBOS,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_B1F,MAPA_UNICO:WhirlIslands_B1F,
0x420,1056,FLAG_ITEM_WHIRL_ISLANDS_B2F_CALCIUM,SCRIPT/EVENT,EM_USO,0,2,3,WhirlIslands_B1F,GLOBAL(codigo),
0x421,1057,FLAG_ITEM_WHIRL_ISLANDS_B2F_ESCAPE_ROPE,SCRIPT/EVENT,EM_USO,0,0,1,WhirlIslands_B1F,MAPA_UNICO:WhirlIslands_B1F,
0x422,1058,FLAG_ITEM_ROUTE47_PEARL,SCRIPT/EVENT,EM_USO,0,0,1,Route47,MAPA_UNICO:Route47,
0x423,1059,FLAG_ITEM_ROUTE47_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,Route47,MAPA_UNICO:Route47,
0x424,1060,FLAG_ITEM_ROUTE47_WHITE_FLUTE,SCRIPT/EVENT,EM_USO,0,0,1,Route47,MAPA_UNICO:Route47,
0x425,1061,FLAG_ITEM_ROUTE47_STARDUST,SCRIPT/EVENT,EM_USO,0,0,1,Route47,MAPA_UNICO:Route47,
0x426,1062,FLAG_ITEM_ROUTE43_MAX_ETHER,SCRIPT/EVENT,EM_USO,0,0,1,Route43,MAPA_UNICO:Route43,
0x427,1063,FLAG_ITEM_LAKEOFRAGE_FULL_RESTORE,SCRIPT/EVENT,EM_USO,0,0,1,LakeOfRage,MAPA_UNICO:LakeOfRage,
0x428,1064,FLAG_ITEM_LAKEOFRAGE_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,LakeOfRage,MAPA_UNICO:LakeOfRage,
0x429,1065,FLAG_ITEM_LAKEOFRAGE_RED_FLUTE,SCRIPT/EVENT,EM_USO,0,0,1,LakeOfRage,MAPA_UNICO:LakeOfRage,
0x42A,1066,FLAG_ITEM_ROUTE44_MAX_REPEL,SCRIPT/EVENT,EM_USO,0,0,1,Route44,MAPA_UNICO:Route44,
0x42B,1067,FLAG_ITEM_ROUTE44_ULTRA_BALL,SCRIPT/EVENT,EM_USO,0,0,1,Route44,MAPA_UNICO:Route44,
0x42C,1068,FLAG_ITEM_ROUTE44_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,Route44,MAPA_UNICO:Route44,
0x42D,1069,FLAG_ITEM_ROCKETHIDEOUT1_BIG_NUGGET,SCRIPT/EVENT,EM_USO,0,0,2,RocketHideout;RocketHideout_B1F,MULTI_MAPA(2),
0x42E,1070,FLAG_ITEM_ROCKETHIDEOUT1_REVIVE,SCRIPT/EVENT,EM_USO,0,0,2,RocketHideout;RocketHideout_B1F,MULTI_MAPA(2),
0x42F,1071,FLAG_ITEM_ROCKETHIDEOUT1_HYPER_POTION,SCRIPT/EVENT,EM_USO,0,0,2,RocketHideout;RocketHideout_B1F,MULTI_MAPA(2),
0x430,1072,FLAG_ITEM_ROCKETHIDEOUT2_TM_THIEF,SCRIPT/EVENT,EM_USO,0,0,1,RocketHideout_B2F,MAPA_UNICO:RocketHideout_B2F,
0x431,1073,FLAG_ITEM_ROCKETHIDEOUT3_ICE_HEAL,SCRIPT/EVENT,EM_USO,0,0,1,RocketHideout_B3F,MAPA_UNICO:RocketHideout_B3F,
0x432,1074,FLAG_ITEM_ROCKETHIDEOUT3_PROTEIN,SCRIPT/EVENT,EM_USO,0,0,1,RocketHideout_B3F,MAPA_UNICO:RocketHideout_B3F,
0x433,1075,FLAG_ITEM_ROCKETHIDEOUT3_FULL_HEAL,SCRIPT/EVENT,EM_USO,0,0,1,RocketHideout_B3F,MAPA_UNICO:RocketHideout_B3F,
0x434,1076,FLAG_ITEM_ROCKETHIDEOUT3_GUARD_SPEC,SCRIPT/EVENT,EM_USO,0,0,1,RocketHideout_B3F,MAPA_UNICO:RocketHideout_B3F,
0x435,1077,FLAG_ITEM_ROCKETHIDEOUT3_HYPER_POTION,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x436,1078,FLAG_ITEM_ICEPATH1_HM_WATERFALL,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_1F,MAPA_UNICO:IcePath_1F,
0x437,1079,FLAG_ITEM_ICEPATH1_PP_UP,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_1F,MAPA_UNICO:IcePath_1F,
0x438,1080,FLAG_ITEM_ICEPATH1_PROTEIN,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_1F,MAPA_UNICO:IcePath_1F,
0x439,1081,FLAG_ITEM_ICEPATH2_IRON,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_B1F,MAPA_UNICO:IcePath_B1F,
0x43A,1082,FLAG_ITEM_ICEPATH2_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_B1F,MAPA_UNICO:IcePath_B1F,
0x43B,1083,FLAG_ITEM_ICEPATH3_MAX_POTION,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_B2F,MAPA_UNICO:IcePath_B2F,
0x43C,1084,FLAG_ITEM_ICEPATH3_FULL_HEAL,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_B2F,MAPA_UNICO:IcePath_B2F,
0x43D,1085,FLAG_ITEM_ICEPATH3_CARBOS,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_B2F,MAPA_UNICO:IcePath_B2F,
0x43E,1086,FLAG_ITEM_ICEPATH3_NEVER_MELT_ICE,SCRIPT/EVENT,EM_USO,0,0,1,IcePath_B4F,MAPA_UNICO:IcePath_B4F,
0x43F,1087,FLAG_ITEM_DRAGONSDEN2_DRAGON_FANG,SCRIPT/EVENT,EM_USO,0,0,1,DragonsDen_Cavern,MAPA_UNICO:DragonsDen_Cavern,
0x440,1088,FLAG_ITEM_DRAGONSDEN2_MAX_POTION,SCRIPT/EVENT,EM_USO,0,0,1,DragonsDen_Cavern,MAPA_UNICO:DragonsDen_Cavern,
0x441,1089,FLAG_ITEM_DRAGONSDEN2_PP_MAX,SCRIPT/EVENT,EM_USO,0,0,2,DragonsDen_Cavern,GLOBAL(codigo),
0x442,1090,FLAG_ITEM_ROUTE45_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,Route45,MAPA_UNICO:Route45,
0x443,1091,FLAG_ITEM_ROUTE45_MAX_POTION,SCRIPT/EVENT,EM_USO,0,0,1,Route45,MAPA_UNICO:Route45,
0x444,1092,FLAG_ITEM_ROUTE45_FULL_HEAL,SCRIPT/EVENT,EM_USO,0,0,1,Route45,MAPA_UNICO:Route45,
0x445,1093,FLAG_ITEM_ROUTE45_NUGGET,SCRIPT/EVENT,EM_USO,0,0,1,Route45,MAPA_UNICO:Route45,
0x446,1094,FLAG_ITEM_ROUTE46_REVIVE,SCRIPT/EVENT,EM_USO,0,0,2,Route46,GLOBAL(codigo),
0x447,1095,FLAG_ITEM_DARKCAVE1_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,DarkCave_SouthSide,MAPA_UNICO:DarkCave_SouthSide,
0x448,1096,FLAG_ITEM_DARKCAVE1_POTION,SCRIPT/EVENT,EM_USO,0,0,1,DarkCave_SouthSide,MAPA_UNICO:DarkCave_SouthSide,
0x449,1097,FLAG_ITEM_DARKCAVE1_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,DarkCave_SouthSide,MAPA_UNICO:DarkCave_SouthSide,
0x44A,1098,FLAG_ITEM_DARKCAVE1_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,DarkCave_SouthSide,MAPA_UNICO:DarkCave_SouthSide,
0x44B,1099,FLAG_ITEM_DARKCAVE2_BLACK_FLUTE,SCRIPT/EVENT,EM_USO,0,0,2,DarkCave_NorthSide,GLOBAL(codigo),
0x44C,1100,FLAG_ITEM_DARKCAVE2_STAR_PIECE,SCRIPT/EVENT,EM_USO,0,0,1,DarkCave_NorthSide,MAPA_UNICO:DarkCave_NorthSide,
0x44D,1101,FLAG_ITEM_OLIVINE_TM_SHOCKWAVE,SCRIPT/EVENT,EM_USO,1,1,2,OlivineCity,GLOBAL(codigo),
0x44E,1102,FLAG_ITEM_ROUTE27_MOONSTONE,SCRIPT/EVENT,EM_USO,0,0,1,Route27,MAPA_UNICO:Route27,
0x44F,1103,FLAG_ITEM_ROUTE27_SOLARBEAM,SCRIPT/EVENT,EM_USO,0,0,1,Route27,MAPA_UNICO:Route27,
0x450,1104,FLAG_ITEM_ROUTE27_RARECANDY,SCRIPT/EVENT,EM_USO,0,0,1,Route27,MAPA_UNICO:Route27,
0x451,1105,FLAG_ITEM_ROUTE27_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,Route27,MAPA_UNICO:Route27,
0x452,1106,FLAG_ITEM_TOHJOFALLS_HEART_SCALE,SCRIPT/EVENT,EM_USO,0,3,3,TohjoFalls_Cavern,GLOBAL(codigo),
0x453,1107,FLAG_ITEM_VICTORYROAD1_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_B2F,MAPA_UNICO:VictoryRoadKanto_B2F,
0x454,1108,FLAG_ITEM_VICTORYROAD1_FULL_HEAL,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_B2F,MAPA_UNICO:VictoryRoadKanto_B2F,
0x455,1109,FLAG_ITEM_VICTORYROAD1_POTION,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_B2F,MAPA_UNICO:VictoryRoadKanto_B2F,
0x456,1110,FLAG_ITEM_VICTORYROAD2_FULL_RESTORE,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_B1F,MAPA_UNICO:VictoryRoadKanto_B1F,
0x457,1111,FLAG_ITEM_VICTORYROAD2_HP_UP,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_B1F,MAPA_UNICO:VictoryRoadKanto_B1F,
0x458,1112,FLAG_ITEM_VICTORYROAD2_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,2,VictoryRoadKanto_B1F,GLOBAL(codigo),
0x459,1113,FLAG_ITEM_VICTORYROAD3_RARE_CANDY,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_1F,MAPA_UNICO:VictoryRoadKanto_1F,
0x45A,1114,FLAG_ITEM_VICTORYROAD3_MAX_ETHER,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_1F,MAPA_UNICO:VictoryRoadKanto_1F,
0x45B,1115,FLAG_ITEM_VICTORYROAD3_ULTRA_BALL,SCRIPT/EVENT,EM_USO,0,0,1,VictoryRoadKanto_1F,MAPA_UNICO:VictoryRoadKanto_1F,
0x45C,1116,FLAG_ITEM_ICEPATH4_TM_BLIZZARD,SCRIPT/EVENT,EM_USO,2,2,2,IcePath_B3F;IcePath_Depths,MULTI_MAPA(2),
0x45D,1117,FLAG_ITEM_ROCKTUNNEL1_TM_FACADE,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x45E,1118,FLAG_ITEM_ROCKTUNNEL1_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,RockTunnel_B1F,MAPA_UNICO:RockTunnel_B1F,
0x45F,1119,FLAG_ITEM_ROCKTUNNEL2_IRON,SCRIPT/EVENT,EM_USO,0,0,1,RockTunnel_1F,MAPA_UNICO:RockTunnel_1F,
0x460,1120,FLAG_ITEM_ROCKTUNNEL2_PP_UP,SCRIPT/EVENT,EM_USO,0,0,1,RockTunnel_1F,MAPA_UNICO:RockTunnel_1F,
0x461,1121,FLAG_ITEM_ROUTE10_ULTRABALL,SCRIPT/EVENT,EM_USO,0,0,1,Route10,MAPA_UNICO:Route10,
0x462,1122,FLAG_ITEM_VERMILION_OLD_SEA_MAP,SCRIPT/EVENT,EM_USO,0,0,1,VermilionCity,MAPA_UNICO:VermilionCity,
0x463,1123,FLAG_ITEM_CELADON_LEFTOVERS,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x464,1124,FLAG_ITEM_ROUTE12_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,Route12,MAPA_UNICO:Route12,
0x465,1125,FLAG_DEFEATED_ENTEI,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x466,1126,FLAG_DEFEATED_RAIKOU,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x467,1127,FLAG_DEFEATED_SUICUNE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x468,1128,FLAG_DEFEATEDCELEBI,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x469,1129,FLAG_ITEM_ROUTE12_CALCIUM,SCRIPT/EVENT,EM_USO,0,0,1,Route12,MAPA_UNICO:Route12,
0x46A,1130,FLAG_ITEM_ROUTE13_CALCIUM,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x46B,1131,FLAG_ITEM_ROUTE15_PP_UP,SCRIPT/EVENT,EM_USO,0,0,1,Route15,MAPA_UNICO:Route15,
0x46C,1132,FLAG_ITEM_ROUTE2_CARBOS,SCRIPT/EVENT,EM_USO,0,0,1,Route2,MAPA_UNICO:Route2,
0x46D,1133,FLAG_ITEM_ROUTE2_NUGGET,SCRIPT/EVENT,EM_USO,0,0,1,Route2,MAPA_UNICO:Route2,"Unused Flag, leftover from R/S. HM08 is given to the player directly in Emerald"
0x46E,1134,FLAG_ITEM_VIRIDIANFOREST_MAX_POTION,SCRIPT/EVENT,EM_USO,0,0,1,ViridianForest,MAPA_UNICO:ViridianForest,
0x46F,1135,FLAG_ITEM_VIRIDIANFOREST_DIRE_HIT,SCRIPT/EVENT,EM_USO,0,0,1,ViridianForest,MAPA_UNICO:ViridianForest,
0x470,1136,FLAG_CAUGHT_CELEBI,SCRIPT/EVENT,EM_USO,3,3,6,AzaleaTown_KurtsHouse;IlexForest;PokemonLeague_HallOfFame,GLOBAL(codigo),
0x471,1137,FLAG_ITEM_VIRIDIANFOREST_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,ViridianForest,MAPA_UNICO:ViridianForest,
0x472,1138,FLAG_ITEM_VIRIDIANFOREST_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,ViridianForest,MAPA_UNICO:ViridianForest,
0x473,1139,FLAG_ITEM_VIRIDIANFOREST_FULL_RESTORE,SCRIPT/EVENT,EM_USO,0,0,1,ViridianForest,MAPA_UNICO:ViridianForest,
0x474,1140,FLAG_ITEM_VIRIDIANFOREST_MAX_ETHER,SCRIPT/EVENT,EM_USO,0,0,1,ViridianForest,MAPA_UNICO:ViridianForest,
0x475,1141,FLAG_HIDE_MTSILVER_GUARD,SCRIPT/EVENT,EM_USO,0,2,3,NewBarkTown_Lab;Route28,MULTI_MAPA(2),
0x476,1142,FLAG_ITEM_ROUTE4_ULTRABALL,SCRIPT/EVENT,EM_USO,0,0,1,Route4,MAPA_UNICO:Route4,
0x477,1143,FLAG_ITEM_ROUTE4_HPUP,SCRIPT/EVENT,EM_USO,0,0,1,Route4,MAPA_UNICO:Route4,
0x478,1144,FLAG_ITEM_MTMOON_MOONSTONE,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x479,1145,FLAG_EVEN_FASTER_JOY,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x47A,1146,FLAG_ITEM_MTSILVER_FULLRESTORE,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_1F_WaterfallRoom,MAPA_UNICO:MtSilver_1F_WaterfallRoom,
0x47B,1147,FLAG_ITEM_MTSILVER_DIREHIT,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_1F_WaterfallRoom,MAPA_UNICO:MtSilver_1F_WaterfallRoom,
0x47C,1148,FLAG_ITEM_MTSILVER_ULTRABALL,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_1F_WaterfallRoom,MAPA_UNICO:MtSilver_1F_WaterfallRoom,
0x47D,1149,FLAG_ITEM_MTSILVER_MAXPOTION,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_1F_WaterfallRoom,MAPA_UNICO:MtSilver_1F_WaterfallRoom,
0x47E,1150,FLAG_ITEM_MTSILVER_SPELL_TAG,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_1F_ItemRoom,MAPA_UNICO:MtSilver_1F_ItemRoom,
0x47F,1151,FLAG_ITEM_MTSILVER_NERVERMELTICE,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_Snow,MAPA_UNICO:MtSilver_Snow,
0x480,1152,FLAG_ITEM_MTSILVER_RARECANDY,SCRIPT/EVENT,EM_USO,0,0,1,MtSilver_Snow,MAPA_UNICO:MtSilver_Snow,
0x481,1153,FLAG_ITEM_CERULEANCAVE1_MAX_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_1F,MAPA_UNICO:CeruleanCave_1F,
0x482,1154,FLAG_ITEM_CERULEANCAVE1_RARE_CANDY,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_1F,MAPA_UNICO:CeruleanCave_1F,
0x483,1155,FLAG_ITEM_CERULEANCAVE1_PP_UP,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_1F,MAPA_UNICO:CeruleanCave_1F,
0x484,1156,FLAG_ITEM_CERULEANCAVE2_ZINC,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_B1F,MAPA_UNICO:CeruleanCave_B1F,
0x485,1157,FLAG_ITEM_CERULEANCAVE2_PROTEIN,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_B1F,MAPA_UNICO:CeruleanCave_B1F,
0x486,1158,FLAG_ITEM_CERULEANCAVE2_BIG_PEARL,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_B1F,MAPA_UNICO:CeruleanCave_B1F,
0x487,1159,FLAG_ITEM_CERULEANCAVE3_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_B2F,MAPA_UNICO:CeruleanCave_B2F,
0x488,1160,FLAG_ITEM_CERULEANCAVE3_ULTRA_BALL,SCRIPT/EVENT,EM_USO,0,0,1,CeruleanCave_B2F,MAPA_UNICO:CeruleanCave_B2F,
0x489,1161,FLAG_ITEM_ROUTE20_SHELL_BELL,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x48A,1162,FLAG_ITEM_ARTISAN_CAVE_B1F_HP_UP,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x48B,1163,FLAG_ITEM_ARTISAN_CAVE_1F_CARBOS,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x48C,1164,FLAG_ITEM_MAGMA_HIDEOUT_2F_2R_MAX_ELIXIR,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x48D,1165,FLAG_ITEM_MAGMA_HIDEOUT_2F_2R_FULL_RESTORE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x48E,1166,FLAG_ITEM_MAGMA_HIDEOUT_3F_1R_NUGGET,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x48F,1167,FLAG_ITEM_MAGMA_HIDEOUT_3F_2R_PP_MAX,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x490,1168,FLAG_ITEM_MAGMA_HIDEOUT_4F_MAX_REVIVE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x491,1169,FLAG_ITEM_SAFARI_ZONE_NORTH_EAST_NUGGET,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x492,1170,FLAG_ITEM_SAFARI_ZONE_SOUTH_EAST_BIG_PEARL,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,0,1,,,
0x493,1171,FLAG_JIRACHI,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x494,1172,FLAG_ROBERTO1,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x495,1173,FLAG_ENTEI_BATTLE_1,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x496,1174,FLAG_ENTEI_BATTLE_2,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x497,1175,FLAG_ENTEI_BATTLE_3,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x498,1176,FLAG_INCREASE_DIFFICULTY,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x499,1177,FLAG_ROCKETHIDEOUT2_BATTLE,SCRIPT/EVENT,SO_ESCRITA,0,2,1,RocketHideout_B2F,MAPA_UNICO:RocketHideout_B2F,
0x49A,1178,FLAG_RAIKOU_BATTLE_1,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x49B,1179,FLAG_LANDMARK_DRACO_CHAMBER,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x49C,1180,FLAG_RAIKOU_BATTLE_2,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x49D,1181,FLAG_SUICUNE_BATTLE_1,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
0x49E,1182,FLAG_SUICUNE_BATTLE_2,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,2,,,
