NatDex,Especie,Const,Geracao,ExisteNoRepo,Habilitada,Obtivel,Classificacao,MetodoLocal,Evidencia
600,Klang,SPECIES_KLANG,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:9640
601,Klinklang,SPECIES_KLINKLANG,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:9712
602,Tynamo,SPECIES_TYNAMO,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ BATTLE_FACTORY_GROUNDS; Wild encounter @ RAILWAY_CAVE; Wild encounter @ RAILWAY_CAVE_2F; Wild encounter @ RAILWAY_CAVE_3F,src/data/wild_encounters.json (MAP_RAILWAY_CAVE)
603,Eelektrik,SPECIES_EELEKTRIK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ BATTLE_FACTORY_GROUNDS; Wild encounter @ RAILWAY_CAVE_2F,src/data/wild_encounters.json (MAP_RAILWAY_CAVE_2F)
604,Eelektross,SPECIES_EELEKTROSS,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ RAILWAY_CAVE_2F; Wild encounter @ ROUTE26; Wild encounter @ ROUTE27,src/data/wild_encounters.json (MAP_ROUTE27)
605,Elgyem,SPECIES_ELGYEM,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:10081
606,Beheeyem,SPECIES_BEHEEYEM,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:10156
607,Litwick,SPECIES_LITWICK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ BURNED_TOWER_1F; Wild encounter @ BURNED_TOWER_B1F,src/data/wild_encounters.json (MAP_BURNED_TOWER_1F)
608,Lampent,SPECIES_LAMPENT,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_MORTAR_DEPTHS_1,src/data/wild_encounters.json (MAP_MT_MORTAR_DEPTHS_1)
609,Chandelure,SPECIES_CHANDELURE,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_LAMPENT : EVO_ITEM, ITEM_DUSK_STONE, SPECIES_CHANDELURE",src/data/pokemon/species_info/gen_5_families.h:10378
610,Axew,SPECIES_AXEW,5,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_FRAXURE,src/data/pokemon/species_info/gen_5_families.h:10518
611,Fraxure,SPECIES_FRAXURE,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VICTORY_ROAD_KANTO_1F; Wild encounter @ VICTORY_ROAD_KANTO_B1F; Wild encounter @ VICTORY_ROAD_KANTO_B2F,src/data/wild_encounters.json (MAP_VICTORY_ROAD_KANTO_B2F)
612,Haxorus,SPECIES_HAXORUS,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FRAXURE : EVO_LEVEL, 48, SPECIES_HAXORUS",src/data/pokemon/species_info/gen_5_families.h:10657
613,Cubchoo,SPECIES_CUBCHOO,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:10729
614,Beartic,SPECIES_BEARTIC,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:10803
615,Cryogonal,SPECIES_CRYOGONAL,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:10878
616,Shelmet,SPECIES_SHELMET,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:10952
617,Accelgor,SPECIES_ACCELGOR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:11024
618,Stunfisk,SPECIES_STUNFISK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ RAILWAY_CAVE; Wild encounter @ RAILWAY_CAVE_2F; Wild encounter @ RAILWAY_CAVE_3F,src/data/wild_encounters.json (MAP_RAILWAY_CAVE)
619,Mienfoo,SPECIES_MIENFOO,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE33; Wild encounter @ ROUTE49,src/data/wild_encounters.json (MAP_ROUTE49)
620,Mienshao,SPECIES_MIENSHAO,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MIENFOO : EVO_LEVEL, 36, SPECIES_MIENSHAO",src/data/pokemon/species_info/gen_5_families.h:11308
621,Druddigon,SPECIES_DRUDDIGON,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:11384
622,Golett,SPECIES_GOLETT,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_MORTAR_1F_NORTH; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F,src/data/wild_encounters.json (MAP_MT_MORTAR_1F_SOUTH)
623,Golurk,SPECIES_GOLURK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VAJRA_PYRAMID_FLOOR1; Wild encounter @ VAJRA_PYRAMID_FLOOR2; Wild encounter @ VAJRA_PYRAMID_FLOOR3; Wild encounter @ VAJRA_PYRAMID_FLOOR4,src/data/wild_encounters.json (MAP_VAJRA_PYRAMID_FLOOR1)
624,Pawniard,SPECIES_PAWNIARD,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ TOHJO_FALLS_CAVERN,src/data/wild_encounters.json (MAP_TOHJO_FALLS_CAVERN)
625,Bisharp,SPECIES_BISHARP,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CERULEAN_CAVE_1F; Wild encounter @ CERULEAN_CAVE_B1F,src/data/wild_encounters.json (MAP_CERULEAN_CAVE_1F)
626,Bouffalant,SPECIES_BOUFFALANT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:11884
627,Rufflet,SPECIES_RUFFLET,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE48,src/data/wild_encounters.json (MAP_ROUTE48)
628,Braviary,SPECIES_BRAVIARY,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE47,src/data/wild_encounters.json (MAP_ROUTE47)
629,Vullaby,SPECIES_VULLABY,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_UNUSED; Wild encounter @ VAJRA_DESERT,src/data/wild_encounters.json (MAP_VAJRA_DESERT)
630,Mandibuzz,SPECIES_MANDIBUZZ,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VAJRA_DESERT_EAST; Wild encounter @ VAJRA_DESERT_EAST_CAVE,src/data/wild_encounters.json (MAP_VAJRA_DESERT_EAST)
631,Heatmor,SPECIES_HEATMOR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:12317
632,Durant,SPECIES_DURANT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:12387
633,Deino,SPECIES_DEINO,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_WELL_B1F; Wild encounter @ TOHJO_FALLS_CAVERN,src/data/wild_encounters.json (MAP_TOHJO_FALLS_CAVERN)
634,Zweilous,SPECIES_ZWEILOUS,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DEINO : EVO_LEVEL, 50, SPECIES_ZWEILOUS",src/data/pokemon/species_info/gen_5_families.h:12543
635,Hydreigon,SPECIES_HYDREIGON,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_ZWEILOUS : EVO_LEVEL, 64, SPECIES_HYDREIGON",src/data/pokemon/species_info/gen_5_families.h:12612
636,Larvesta,SPECIES_LARVESTA,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE47; Static legendary battle @ DEEP_ILEX_FOREST,src/hidden_grotto.c (MAP_HIDDEN_GROTTO_ROUTE47)
637,Volcarona,SPECIES_VOLCARONA,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_LARVESTA : EVO_LEVEL, 59, SPECIES_VOLCARONA",src/data/pokemon/species_info/gen_5_families.h:12768
638,Cobalion,SPECIES_COBALION,5,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ RAILWAY_CAVE_3F,data/maps/RailwayCave_3F/scripts.inc:31 (MAP_RAILWAY_CAVE_3F)
639,Terrakion,SPECIES_TERRAKION,5,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ DARK_CAVE_NORTH_SIDE,data/maps/DarkCave_NorthSide/scripts.inc:94 (MAP_DARK_CAVE_NORTH_SIDE)
640,Virizion,SPECIES_VIRIZION,5,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ ROUTE50,data/maps/Route50/scripts.inc:35 (MAP_ROUTE50)
641,Tornadus,SPECIES_TORNADUS_INCARNATE,5,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1327 (MAP_BATTLE_CAFE)
642,Thundurus,SPECIES_THUNDURUS_INCARNATE,5,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1347 (MAP_BATTLE_CAFE)
643,Reshiram,SPECIES_RESHIRAM,5,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_5_families.h:13417
644,Zekrom,SPECIES_ZEKROM,5,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_5_families.h:13490
645,Landorus,SPECIES_LANDORUS_INCARNATE,5,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1367 (MAP_BATTLE_CAFE)
646,Kyurem,SPECIES_KYUREM,5,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_5_families.h:13733
647,Keldeo,SPECIES_KELDEO_ORDINARY,5,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_5_families.h:13962
648,Meloetta,SPECIES_MELOETTA_ARIA,5,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ ECRUTEAK_CITY_THEATER,data/maps/EcruteakCity_Theater/scripts.inc:913 (MAP_ECRUTEAK_CITY_THEATER)
649,Genesect,SPECIES_GENESECT,5,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ ABANDONED_ROCKET_HIDEOUT_BACKROOM,data/maps/AbandonedRocketHideoutBackroom/scripts.inc:49 (MAP_ABANDONED_ROCKET_HIDEOUT_BACKROOM)
650,Chespin,SPECIES_CHESPIN,6,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
651,Quilladin,SPECIES_QUILLADIN,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_CHESPIN : EVO_LEVEL, 16, SPECIES_QUILLADIN",src/data/pokemon/species_info/gen_6_families.h:80
652,Chesnaught,SPECIES_CHESNAUGHT,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_QUILLADIN : EVO_LEVEL, 36, SPECIES_CHESNAUGHT",src/data/pokemon/species_info/gen_6_families.h:152
653,Fennekin,SPECIES_FENNEKIN,6,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
654,Braixen,SPECIES_BRAIXEN,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FENNEKIN : EVO_LEVEL, 16, SPECIES_BRAIXEN",src/data/pokemon/species_info/gen_6_families.h:359
655,Delphox,SPECIES_DELPHOX,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_BRAIXEN : EVO_LEVEL, 36, SPECIES_DELPHOX",src/data/pokemon/species_info/gen_6_families.h:429
656,Froakie,SPECIES_FROAKIE,6,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice; Wild encounter @ ROUTE45,src/data/wild_encounters.json (MAP_ROUTE45)
657,Frogadier,SPECIES_FROGADIER,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FROAKIE : EVO_LEVEL, 16, SPECIES_FROGADIER",src/data/pokemon/species_info/gen_6_families.h:642
658,Greninja,SPECIES_GRENINJA,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FROGADIER : EVO_LEVEL, 36, SPECIES_GRENINJA",src/data/pokemon/species_info/gen_6_families.h:711
659,Bunnelby,SPECIES_BUNNELBY,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:975
660,Diggersby,SPECIES_DIGGERSBY,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:1044
661,Fletchling,SPECIES_FLETCHLING,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ RUINS_OF_ALPH_OUTSIDE,src/data/wild_encounters.json (MAP_RUINS_OF_ALPH_OUTSIDE)
662,Fletchinder,SPECIES_FLETCHINDER,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FLETCHLING : EVO_LEVEL, 17, SPECIES_FLETCHINDER",src/data/pokemon/species_info/gen_6_families.h:1188
663,Talonflame,SPECIES_TALONFLAME,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE50,src/data/wild_encounters.json (MAP_ROUTE50)
664,Scatterbug Icy Snow,SPECIES_SCATTERBUG_ICY_SNOW,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:1399
665,Spewpa Icy Snow,SPECIES_SPEWPA_ICY_SNOW,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:1483
666,Vivillon Icy Snow,SPECIES_VIVILLON_ICY_SNOW,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:1564
667,Litleo,SPECIES_LITLEO,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ BURNED_TOWER_1F; Wild encounter @ BURNED_TOWER_B1F,src/data/wild_encounters.json (MAP_BURNED_TOWER_1F)
668,Pyroar,SPECIES_PYROAR,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_LITLEO : EVO_LEVEL, 35, SPECIES_PYROAR",src/data/pokemon/species_info/gen_6_families.h:1837
669,Flabebe Red,SPECIES_FLABEBE_RED,6,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_FLOETTE_RED,src/data/pokemon/species_info/gen_6_families.h:2047
670,Floette Red,SPECIES_FLOETTE_RED,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ TOHJO_PASS,src/data/wild_encounters.json (MAP_TOHJO_PASS)
671,Florges Red,SPECIES_FLORGES_RED,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FLOETTE_RED : EVO_ITEM, ITEM_SHINY_STONE, SPECIES_FLORGES_RED",src/data/pokemon/species_info/gen_6_families.h:2299
672,Skiddo,SPECIES_SKIDDO,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE34,src/data/wild_encounters.json (MAP_ROUTE34)
673,Gogoat,SPECIES_GOGOAT,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE26,src/data/wild_encounters.json (MAP_ROUTE26)
674,Pancham,SPECIES_PANCHAM,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:2551
675,Pangoro,SPECIES_PANGORO,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:2625
676,Furfrou Natural,SPECIES_FURFROU_NATURAL,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:2762
677,Espurr,SPECIES_ESPURR,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE37,src/data/wild_encounters.json (MAP_ROUTE37)
678,Meowstic,SPECIES_MEOWSTIC_M,6,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE38,src/hidden_grotto.c (MAP_HIDDEN_GROTTO_ROUTE38)
679,Honedge,SPECIES_HONEDGE,6,Sim,Sim,Sim,Obtível somente por troca/comunicação,In-game trade,src/data/trade.h:1038
680,Doublade,SPECIES_DOUBLADE,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE26; Wild encounter @ ROUTE27,src/data/wild_encounters.json (MAP_ROUTE27)
681,Aegislash,SPECIES_AEGISLASH_SHIELD,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CERULEAN_CAVE_1F; Wild encounter @ CERULEAN_CAVE_B1F; Wild encounter @ CERULEAN_CAVE_B2F; Wild encounter @ MT_SILVER_MOUNTAIN_SIDE,src/data/wild_encounters.json (MAP_MT_SILVER_MOUNTAIN_SIDE)
682,Spritzee,SPECIES_SPRITZEE,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:3402
683,Aromatisse,SPECIES_AROMATISSE,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:3477
684,Swirlix,SPECIES_SWIRLIX,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:3546
685,Slurpuff,SPECIES_SLURPUFF,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:3621
686,Inkay,SPECIES_INKAY,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_OUTSIDE; Wild encounter @ ROUTE28,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
687,Malamar,SPECIES_MALAMAR,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_WELL_B1F; Wild encounter @ MT_SILVER_OUTSIDE; Wild encounter @ ROUTE28,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
688,Binacle,SPECIES_BINACLE,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CIANWOOD_CITY; Wild encounter @ CLIFF_EDGE_CAVE; Wild encounter @ ROUTE40; Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F,src/data/wild_encounters.json (MAP_ROUTE40)
689,Barbaracle,SPECIES_BARBARACLE,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_2F,src/data/wild_encounters.json (MAP_MT_SILVER_2F)
690,Skrelp,SPECIES_SKRELP,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F,src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_1F)
691,Dragalge,SPECIES_DRAGALGE,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F,src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_1F)
692,Clauncher,SPECIES_CLAUNCHER,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CIANWOOD_CITY; Wild encounter @ OLIVINE_CITY; Wild encounter @ ROUTE40; Wild encounter @ ROUTE49; Wild encounter @ TOHJO_FALLS_CAVERN,src/data/wild_encounters.json (MAP_ROUTE40)
693,Clawitzer,SPECIES_CLAWITZER,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE49; Wild encounter @ TOHJO_FALLS_CAVERN,src/data/wild_encounters.json (MAP_TOHJO_FALLS_CAVERN)
694,Helioptile,SPECIES_HELIOPTILE,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:4468
695,Heliolisk,SPECIES_HELIOLISK,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:4538
696,Tyrunt,SPECIES_TYRUNT,6,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ RUINS_OF_ALPH_LAB",data/maps/RuinsOfAlph_Lab/scripts.inc:328 (MAP_RUINS_OF_ALPH_LAB)
697,Tyrantrum,SPECIES_TYRANTRUM,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FARAWAY_ISLAND_JUNGLE,src/data/wild_encounters.json (MAP_FARAWAY_ISLAND_JUNGLE)
698,Amaura,SPECIES_AMAURA,6,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ RUINS_OF_ALPH_LAB",data/maps/RuinsOfAlph_Lab/scripts.inc:336 (MAP_RUINS_OF_ALPH_LAB)
699,Aurorus,SPECIES_AURORUS,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FARAWAY_ISLAND_JUNGLE,src/data/wild_encounters.json (MAP_FARAWAY_ISLAND_JUNGLE)
700,Sylveon,SPECIES_SYLVEON,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_EEVEE : EVO_LEVEL, 0, SPECIES_SYLVEON, CONDITIONS({IF_MIN_FRIENDSHIP, FRIENDSHIP_EVO_THRESHOLD}, {IF_KNOWS_MOVE_TYPE, TYPE_FAIRY})",src/data/pokemon/species_info/gen_1_families.h:19527
701,Hawlucha,SPECIES_HAWLUCHA,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ UNION_CAVE_B2F,src/data/wild_encounters.json (MAP_UNION_CAVE_B2F)
702,Dedenne,SPECIES_DEDENNE,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:5050
703,Carbink,SPECIES_CARBINK,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:5121
704,Goomy,SPECIES_GOOMY,6,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_SLIGGOO,src/data/pokemon/species_info/gen_6_families.h:5199
705,Sliggoo,SPECIES_SLIGGOO,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_BORDER,src/data/wild_encounters.json (MAP_KITAKAMI_BORDER)
706,Goodra,SPECIES_GOODRA,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SLIGGOO : EVO_LEVEL, 50, SPECIES_GOODRA, CONDITIONS({IF_WEATHER, WEATHER_RAIN})",src/data/pokemon/species_info/gen_6_families.h:5347
707,Klefki,SPECIES_KLEFKI,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_BORDER; Wild encounter @ KITAKAMI_WELL_B1F,src/data/wild_encounters.json (MAP_KITAKAMI_BORDER)
708,Phantump,SPECIES_PHANTUMP,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FOGGY_FOREST,src/data/wild_encounters.json (MAP_FOGGY_FOREST)
709,Trevenant,SPECIES_TREVENANT,6,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PHANTUMP : EVO_ITEM, ITEM_LINKING_CORD, SPECIES_TREVENANT",src/data/pokemon/species_info/gen_6_families.h:5715
710,Pumpkaboo,SPECIES_PUMPKABOO_AVERAGE,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:5789
711,Gourgeist,SPECIES_GOURGEIST_AVERAGE,6,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_6_families.h:6060
712,Bergmite,SPECIES_BERGMITE,6,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE44; Wild encounter @ SNOWTOP_MOUNTAIN; Wild encounter @ SNOWTOP_MOUNTAIN_B1F; Wild encounter @ SNOWTOP_MOUNTAIN_OUTSIDE,src/data/wild_encounters.json (MAP_SNOWTOP_MOUNTAIN_OUTSIDE)
713,Avalugg,SPECIES_AVALUGG,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ SNOWTOP_MOUNTAIN_OUTSIDE,src/data/wild_encounters.json (MAP_SNOWTOP_MOUNTAIN_OUTSIDE)
714,Noibat,SPECIES_NOIBAT,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ SLOWPOKE_WELL_B1F; Wild encounter @ SLOWPOKE_WELL_B2F,src/data/wild_encounters.json (MAP_SLOWPOKE_WELL_B1F)
715,Noivern,SPECIES_NOIVERN,6,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DRAGONS_DEN_CAVERN,src/data/wild_encounters.json (MAP_DRAGONS_DEN_CAVERN)
716,Xerneas,SPECIES_XERNEAS_NEUTRAL,6,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_6_families.h:6701
717,Yveltal,SPECIES_YVELTAL,6,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_6_families.h:6835
718,Zygarde,SPECIES_ZYGARDE_50,6,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_6_families.h:6911
719,Diancie,SPECIES_DIANCIE,6,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script) @ BATTLE_CAFE; NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:98 (MAP_BATTLE_CAFE)
720,Hoopa,SPECIES_HOOPA_CONFINED,6,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ VAJRA_PYRAMID_FINAL_CHAMBER,data/maps/VajraPyramidFinalChamber/scripts.inc:34 (MAP_VAJRA_PYRAMID_FINAL_CHAMBER)
721,Volcanion,SPECIES_VOLCANION,6,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_6_families.h:7633
722,Rowlet,SPECIES_ROWLET,7,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
723,Dartrix,SPECIES_DARTRIX,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_ROWLET : EVO_LEVEL, 17, SPECIES_DARTRIX",src/data/pokemon/species_info/gen_7_families.h:78
724,Decidueye,SPECIES_DECIDUEYE,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DARTRIX : EVO_LEVEL, 34, SPECIES_DECIDUEYE, CONDITIONS({IF_NOT_TIME, TIME_NIGHT})",src/data/pokemon/species_info/gen_7_families.h:152
725,Litten,SPECIES_LITTEN,7,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
726,Torracat,SPECIES_TORRACAT,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_LITTEN : EVO_LEVEL, 17, SPECIES_TORRACAT",src/data/pokemon/species_info/gen_7_families.h:362
727,Incineroar,SPECIES_INCINEROAR,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TORRACAT : EVO_LEVEL, 34, SPECIES_INCINEROAR",src/data/pokemon/species_info/gen_7_families.h:431
728,Popplio,SPECIES_POPPLIO,7,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
